price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,year_sold,house_age,renovated,season,year_built_encoded
529900.0,5,2.25,3030,9430,2.0,0,0,3,8,2600,430.0,47.7515,-122.353,2014,53,0,4,4
1470000.0,4,2.5,3030,10189,1.0,0,0,2,9,2380,650.0,47.6367,-122.206,2014,11,0,4,6
725000.0,4,1.75,2190,9400,1.0,0,0,3,7,1450,740.0,47.6531,-122.196,2014,52,0,3,4
335000.0,3,2.0,1210,9926,1.0,0,0,3,7,1210,0.0,47.5731,-122.135,2015,61,1,2,3
395300.0,3,1.5,1120,7000,1.0,0,0,2,7,1120,0.0,47.5987,-122.146,2014,59,0,2,3
510000.0,4,2.75,3180,13348,2.0,0,0,2,8,3020,160.0,47.7439,-121.977,2014,10,0,3,6
203000.0,3,1.0,920,7500,1.0,0,0,3,7,920,0.0,47.3791,-122.289,2015,45,0,1,4
248000.0,2,1.0,700,8301,1.0,0,0,2,6,700,0.0,47.7712,-122.323,2014,61,0,1,3
1000000.0,3,1.0,1540,24500,1.5,0,0,2,7,1540,0.0,47.7213,-122.29,2015,66,0,2,3
345000.0,3,2.25,1920,9672,2.0,0,0,3,8,1920,0.0,47.6233,-122.046,2014,30,0,1,5
625000.0,3,2.25,1920,9672,2.0,0,0,3,8,1920,0.0,47.6233,-122.046,2015,31,0,2,5
559000.0,2,2.0,1660,4500,1.0,0,0,2,8,1660,0.0,47.7094,-122.031,2015,12,0,2,6
866000.0,4,3.25,3990,9786,2.0,0,0,2,9,3990,0.0,47.6784,-122.026,2014,10,0,3,6
259950.0,3,1.5,1350,7827,1.0,0,0,3,7,1350,0.0,47.3786,-122.219,2014,46,0,3,4
352000.0,5,2.75,2980,9838,1.0,0,0,2,7,1710,1270.0,47.3807,-122.222,2015,47,0,2,4
2470000.0,5,4.75,6390,13180,2.0,0,0,2,10,4560,1830.0,47.6312,-122.291,2014,74,0,3,2
276500.0,4,1.75,1400,6650,1.5,0,0,3,6,1400,0.0,47.4888,-122.332,2015,73,0,2,3
530000.0,3,2.25,1880,100623,1.5,0,0,2,8,1880,0.0,47.5342,-121.883,2014,27,1,4,5
798000.0,4,3.25,3500,10260,2.0,0,0,2,10,3500,0.0,47.5902,-122.13,2014,27,0,3,5
380000.0,2,2.0,1370,5756,1.0,0,0,2,8,1370,0.0,47.714,-122.205,2014,28,0,3,5
350000.0,4,2.5,2810,10433,2.0,0,0,2,8,2810,0.0,47.1895,-122.015,2014,13,0,3,6
336000.0,3,2.5,2110,4549,2.0,0,0,3,8,2110,0.0,47.3885,-122.154,2015,26,0,2,5
286900.0,3,2.25,1720,17235,1.0,0,0,3,7,1440,280.0,47.3438,-122.073,2014,40,0,4,4
405000.0,3,2.0,1660,8174,1.0,0,0,2,7,830,830.0,47.7103,-122.199,2014,33,0,1,5
1100000.0,4,3.5,4570,16219,2.0,0,0,2,11,4570,0.0,47.5859,-121.968,2015,13,0,2,6
555000.0,3,3.0,3760,188760,1.0,0,0,3,10,2640,1120.0,47.308,-122.087,2014,35,0,4,4
305000.0,3,2.5,1610,3516,2.0,0,0,2,8,1610,0.0,47.4491,-122.188,2015,9,0,2,6
289950.0,3,2.25,1740,9370,1.0,0,0,2,7,1390,350.0,47.39100000000001,-122.316,2014,22,0,4,5
487500.0,5,3.5,3530,218472,2.0,0,0,2,7,2380,1150.0,47.7309,-121.905,2014,15,0,3,5
185000.0,3,1.0,840,12091,1.0,0,0,2,6,840,0.0,47.3281,-122.343,2015,56,0,1,3
339000.0,4,2.0,2470,5080,1.5,0,0,2,6,1970,500.0,47.5308,-122.348,2014,66,1,3,3
675000.0,4,1.75,2220,7230,1.0,0,2,2,8,1280,940.0,47.7065,-122.279,2015,65,0,1,3
615000.0,3,1.75,1720,4080,1.0,0,0,3,7,960,760.0,47.5747,-122.287,2014,90,0,3,2
837500.0,4,2.5,2700,9320,2.0,0,0,3,8,2700,0.0,47.6861,-122.198,2014,20,0,3,5
550000.0,3,2.5,2290,6328,2.0,0,0,2,8,2290,0.0,47.5103,-122.382,2014,13,0,3,6
400000.0,4,2.5,2170,204296,1.0,0,0,3,7,2170,0.0,47.28100000000001,-121.933,2014,34,0,4,4
990400.0,3,2.5,2100,4097,2.0,0,0,2,9,2100,0.0,47.5983,-122.2,2015,7,0,1,6
1620000.0,3,2.5,3490,9362,1.0,0,3,4,9,1770,1720.0,47.6605,-122.27,2015,55,0,1,3
347500.0,3,1.5,1180,8353,1.0,0,0,2,7,1180,0.0,47.7652,-122.274,2015,55,0,2,3
629000.0,5,2.0,2050,3000,1.5,0,0,2,7,1470,580.0,47.6864,-122.352,2015,103,1,1,1
1090000.0,2,2.0,2360,11340,1.5,0,0,2,9,2360,0.0,47.5835,-122.227,2014,17,0,3,5
397500.0,4,2.5,2570,7859,2.0,0,0,2,8,2570,0.0,47.3736,-122.045,2014,22,0,3,5
404500.0,2,1.0,1270,3700,1.5,0,0,2,7,1270,0.0,47.5949,-122.307,2014,105,0,4,1
225000.0,3,1.5,1250,7500,1.0,0,0,2,7,1250,0.0,47.3719,-122.215,2014,47,0,2,4
267000.0,3,2.25,2510,9900,1.0,0,0,2,8,1610,900.0,47.2988,-122.374,2015,37,0,2,4
800000.0,4,3.75,2690,4000,2.0,0,3,3,9,2120,570.0,47.6418,-122.372,2014,105,1,3,1
525000.0,5,1.0,1280,3876,1.5,0,0,2,7,1280,0.0,47.6605,-122.324,2014,91,0,4,2
387000.0,2,2.25,1230,1280,2.0,0,0,2,8,960,270.0,47.5942,-122.298,2014,2,0,2,6
720000.0,4,2.5,2440,34290,2.0,0,0,2,9,2440,0.0,47.6685,-122.044,2014,27,0,3,5
1500000.0,4,3.5,4410,12426,2.0,0,1,2,12,3420,990.0,47.5518,-122.107,2014,18,0,3,5
235000.0,2,1.0,910,7617,1.0,0,0,2,6,910,0.0,47.7332,-122.305,2014,78,0,3,2
365000.0,2,1.0,910,7617,1.0,0,0,2,6,910,0.0,47.7332,-122.305,2015,79,0,1,2
1100000.0,4,3.25,3190,11774,2.0,1,4,2,8,2610,580.0,47.5033,-122.225,2014,58,1,3,3
215000.0,4,2.5,2130,4496,2.0,0,0,2,7,2130,0.0,47.3041,-122.28,2015,11,0,1,6
650000.0,5,2.0,2400,3500,1.5,0,0,2,8,1900,500.0,47.6762,-122.356,2014,103,0,1,1
335000.0,4,2.25,2280,7500,1.0,0,0,3,7,1140,1140.0,47.4182,-122.332,2014,51,0,3,4
638250.0,4,2.5,2460,8029,2.0,0,0,2,9,2460,0.0,47.6262,-122.03,2015,26,0,2,5
1460000.0,4,3.5,4200,14353,2.0,0,1,2,12,3640,560.0,47.5331,-122.217,2014,18,0,4,5
499950.0,3,2.25,2880,7200,1.0,0,0,2,8,1710,1170.0,47.7707,-122.35,2014,44,0,4,4
310000.0,5,2.0,2900,11970,2.0,0,0,3,7,2900,0.0,47.74100000000001,-122.095,2015,46,0,1,4
730000.0,3,2.5,2160,8809,1.0,0,0,2,9,1540,620.0,47.6994,-122.349,2014,0,0,4,6
637800.0,4,1.75,2250,4750,1.5,0,0,3,7,1420,830.0,47.6738,-122.292,2014,90,0,4,2
550000.0,4,2.5,2050,8683,2.0,0,0,2,8,2050,0.0,47.62,-122.043,2014,27,0,3,5
625700.0,3,2.0,2570,159865,1.0,0,0,4,7,2570,0.0,47.5547,-121.892,2015,47,0,1,4
595000.0,3,2.5,2660,10637,2.0,0,0,2,9,2660,0.0,47.7383,-122.22,2014,23,0,3,5
739375.0,5,3.0,2640,3200,2.0,0,0,3,7,2140,500.0,47.6188,-122.308,2014,108,0,3,1
1010000.0,4,2.5,3760,29224,2.0,0,0,2,11,3760,0.0,47.7203,-122.128,2014,27,0,3,5
310000.0,5,2.25,2600,9600,1.0,0,1,3,8,1810,790.0,47.3257,-122.365,2015,46,0,2,4
452000.0,2,1.0,1340,8100,1.0,0,1,2,8,1340,0.0,47.7212,-122.364,2014,64,0,3,3
810000.0,3,2.0,1760,16928,1.0,0,0,2,7,1760,0.0,47.6363,-122.202,2015,62,0,1,3
730001.0,3,2.0,1840,4750,1.0,0,0,4,7,1010,830.0,47.6862,-122.395,2014,63,0,2,3
665000.0,3,2.5,1730,3000,2.0,0,0,2,8,1730,0.0,47.6532,-122.34,2014,18,0,3,5
699950.0,3,2.5,3370,36218,2.0,0,0,3,9,3370,0.0,47.5855,-121.987,2014,26,0,3,5
657000.0,4,2.5,2180,3375,1.5,0,0,3,7,1420,760.0,47.6846,-122.361,2014,88,0,3,2
450000.0,3,2.5,1530,762,2.0,0,0,2,8,1050,480.0,47.642,-122.374,2014,7,0,3,6
350000.0,3,1.0,1180,7455,1.0,0,0,3,7,1180,0.0,47.7276,-122.241,2014,50,0,4,4
460000.0,4,2.5,2080,17532,2.0,0,0,2,9,2080,0.0,47.4835,-122.136,2014,18,0,4,5
272000.0,4,2.25,1880,6160,2.0,0,0,2,7,1880,0.0,47.3214,-122.347,2014,21,0,4,5
535000.0,3,2.5,2510,5544,2.0,0,0,2,7,2510,0.0,47.6903,-122.042,2015,14,0,1,6
216500.0,2,1.0,1060,5200,1.0,0,0,2,6,1060,0.0,47.3688,-122.08,2015,46,0,2,4
420200.0,3,1.75,1320,7280,1.0,0,0,2,7,1320,0.0,47.7229,-122.18,2015,47,0,2,4
258000.0,3,1.75,1040,5650,1.0,0,0,4,6,1040,0.0,47.5111,-122.256,2014,63,0,1,3
720168.0,4,2.25,2120,3794,2.0,0,0,3,7,1420,700.0,47.6893,-122.359,2014,88,0,1,2
652000.0,3,2.0,2130,5000,1.5,0,0,4,7,1330,800.0,47.6746,-122.362,2014,89,0,4,2
569500.0,4,2.5,2340,8248,2.0,0,0,2,8,2340,0.0,47.6314,-122.03,2014,25,0,3,5
411000.0,4,1.75,2250,292288,1.0,0,0,3,7,2250,0.0,47.3787,-122.091,2015,52,0,2,4
524950.0,3,1.75,1890,3825,1.0,0,0,2,7,1290,600.0,47.6831,-122.381,2014,40,0,2,4
153000.0,2,1.0,1140,10152,1.0,0,0,2,6,760,380.0,47.7369,-122.321,2015,73,0,2,3
338500.0,4,2.5,2390,6111,2.0,0,0,2,8,2390,0.0,47.3677,-122.173,2015,18,0,1,5
570000.0,3,1.75,2390,9000,1.0,0,0,2,8,1500,890.0,47.6809,-122.113,2015,40,0,2,4
540000.0,2,1.0,1120,7500,1.0,0,1,3,7,1120,0.0,47.619,-122.096,2014,43,0,3,4
265000.0,5,2.25,2600,8075,1.5,0,0,3,8,2600,0.0,47.2961,-122.188,2014,45,0,3,4
250000.0,3,2.25,1050,572,2.0,0,0,2,7,740,310.0,47.5549,-122.363,2015,9,0,1,6
1700000.0,3,2.0,2600,6600,2.0,0,4,2,10,1930,670.0,47.6055,-122.285,2015,45,1,1,4
1800000.0,4,3.25,4060,13000,2.0,0,3,2,11,4060,0.0,47.581,-122.246,2014,14,0,2,5
690000.0,3,2.25,2430,8327,1.0,0,0,3,9,1430,1000.0,47.5534,-122.16,2014,36,0,3,4
789900.0,3,2.5,3420,25150,1.0,0,0,3,10,1750,1670.0,47.5706,-122.152,2014,27,0,3,5
447500.0,2,1.0,1180,5100,1.5,0,0,2,7,1180,0.0,47.6947,-122.346,2015,89,0,2,2
440000.0,4,2.25,2010,7575,1.0,0,0,2,7,1220,790.0,47.7328,-122.2,2014,40,0,3,4
278000.0,3,2.0,1230,7789,1.0,0,0,2,7,1230,0.0,47.3718,-122.073,2015,21,0,2,5
980000.0,5,2.5,2750,6000,1.5,0,0,2,8,1750,1000.0,47.6729,-122.334,2014,110,1,3,1
245000.0,3,2.75,1300,14197,1.0,0,0,2,7,860,440.0,47.3652,-122.183,2014,18,0,3,5
287000.0,3,1.5,1150,11475,1.0,0,0,2,7,1150,0.0,47.4629,-121.744,2014,43,0,4,4
435000.0,3,1.75,2220,132858,1.0,0,0,2,7,1110,1110.0,47.4853,-122.034,2014,26,0,3,5
585000.0,3,2.5,2050,11690,2.0,0,0,3,9,2050,0.0,47.5279,-122.161,2014,25,0,3,5
616000.0,4,1.75,1700,5846,1.0,0,0,2,8,1700,0.0,47.6539,-122.408,2014,57,0,3,3
860000.0,4,2.75,2720,3840,2.0,0,0,2,8,1790,930.0,47.6624,-122.361,2015,95,1,2,1
833000.0,4,2.5,2190,12690,1.0,0,1,2,8,1170,1020.0,47.6627,-122.189,2015,42,0,2,4
572500.0,3,2.5,2490,7589,2.0,0,0,2,9,2490,0.0,47.5355,-122.179,2015,24,0,1,5
254000.0,4,2.0,1510,4235,1.0,0,0,2,7,1510,0.0,47.54600000000001,-122.293,2014,59,0,2,3
1530000.0,4,4.25,4720,21000,3.0,0,4,4,11,4720,0.0,47.7591,-122.376,2015,44,0,2,4
900000.0,4,3.0,3810,217800,2.0,0,0,2,9,3810,0.0,47.7696,-122.021,2015,12,0,1,6
899000.0,3,2.5,1950,3730,2.0,0,0,2,9,1950,0.0,47.6731,-122.199,2015,19,0,1,5
560000.0,3,2.0,1300,6000,1.0,0,0,4,7,1300,0.0,47.5482,-122.392,2015,72,0,2,3
775000.0,4,2.5,2040,5000,1.5,0,0,4,7,1180,860.0,47.6786,-122.36,2015,91,0,1,2
200000.0,2,1.0,700,4700,1.0,0,0,4,5,700,0.0,47.4953,-122.169,2014,61,0,3,3
172000.0,3,1.0,970,4700,1.0,0,0,3,6,720,250.0,47.5285,-122.354,2014,71,0,3,3
219900.0,3,1.0,910,6000,1.0,0,0,1,6,910,0.0,47.5065,-122.338,2014,58,0,2,3
641200.0,3,1.0,1060,9123,1.0,0,0,2,7,1060,0.0,47.6218,-122.193,2014,62,0,3,3
473000.0,5,3.25,2180,7200,2.0,0,0,3,7,2180,0.0,47.7078,-122.234,2014,32,0,3,5
540000.0,3,1.75,2050,9580,1.0,0,0,2,8,1400,650.0,47.6212,-122.038,2014,30,0,3,5
295000.0,2,1.0,750,4500,1.0,0,0,2,6,750,0.0,47.607,-122.297,2015,70,0,2,3
370000.0,3,1.0,800,2296,1.0,0,0,3,6,800,0.0,47.6546,-122.356,2014,106,0,2,1
89000.0,3,1.0,900,4750,1.0,0,0,3,6,900,0.0,47.3026,-122.363,2014,45,0,4,4
345000.0,3,1.0,1140,4200,2.0,0,0,3,7,1140,0.0,47.6012,-122.296,2014,110,0,3,1
399000.0,2,1.0,700,3400,1.0,0,0,2,6,700,0.0,47.6212,-122.296,2014,68,0,4,3
550000.0,4,2.5,2060,9719,1.0,0,0,3,8,1320,740.0,47.5549,-122.176,2014,54,0,3,3
438000.0,2,2.25,1950,29347,1.0,0,0,2,8,1350,600.0,47.739,-122.351,2015,62,0,2,3
395000.0,4,2.5,2130,11733,1.0,0,0,4,7,1330,800.0,47.512,-122.16,2014,45,0,4,4
449950.0,3,2.0,1880,3048,2.0,0,0,3,7,1880,0.0,47.6031,-122.303,2014,112,0,4,1
651100.0,4,2.5,2310,5526,2.0,0,0,2,9,2310,0.0,47.6299,-122.02,2015,12,0,2,6
241000.0,3,1.0,880,6050,1.0,0,0,2,6,880,0.0,47.4995,-122.248,2015,70,0,1,3
200000.0,2,1.0,1010,7200,1.0,0,0,2,6,1010,0.0,47.4815,-122.339,2015,59,0,1,3
400375.0,4,1.75,1690,7680,1.0,0,0,4,6,890,800.0,47.5296,-122.375,2014,68,0,1,3
429000.0,2,1.75,1350,6315,1.0,0,0,2,8,1350,0.0,47.7141,-122.032,2014,9,0,2,6
230000.0,3,1.0,680,2400,1.0,0,0,3,6,680,0.0,47.5982,-122.299,2014,111,0,4,1
1200000.0,4,2.25,2860,10702,2.0,0,0,2,10,2860,0.0,47.6451,-122.189,2015,33,0,1,5
314200.0,1,1.0,610,6000,1.0,0,0,3,5,610,0.0,47.6911,-122.367,2015,97,0,2,1
513000.0,4,2.5,2660,8887,1.0,0,0,3,8,1880,780.0,47.43899999999999,-122.342,2015,48,0,2,4
535000.0,2,1.0,1390,5346,1.0,0,0,4,7,960,430.0,47.5567,-122.279,2015,107,0,2,1
420000.0,6,3.0,2290,6344,2.0,0,0,2,7,2290,0.0,47.565,-122.37,2015,35,0,2,4
483500.0,3,2.0,1200,2016,1.0,0,2,3,7,600,600.0,47.5811,-122.404,2014,83,0,3,2
695000.0,4,2.25,2360,2500,2.0,0,3,2,8,1520,840.0,47.6771,-122.358,2014,13,0,1,6
295000.0,4,2.5,2350,8906,2.0,0,0,2,7,2350,0.0,47.4205,-122.215,2014,21,0,4,5
360000.0,3,1.75,1900,11407,1.0,0,0,2,8,1900,0.0,47.7455,-122.294,2015,52,0,2,4
234900.0,3,1.0,1250,8000,1.0,0,0,2,7,1250,0.0,47.5065,-122.337,2015,59,0,2,3
963000.0,4,3.5,3280,6603,2.0,0,0,2,10,3280,0.0,47.5642,-122.126,2014,7,0,3,6
595000.0,2,1.5,870,4800,1.0,0,0,2,7,870,0.0,47.6509,-122.37,2014,90,0,3,2
942500.0,4,3.25,3570,14408,2.0,0,1,2,10,3570,0.0,47.536,-121.857,2014,8,0,4,6
1030000.0,4,3.25,3780,11200,2.0,0,0,2,11,3780,0.0,47.521,-122.15,2014,12,0,4,6
350000.0,3,1.0,1190,3600,1.5,0,0,2,6,1190,0.0,47.5985,-122.298,2015,111,0,2,1
209900.0,3,1.0,1030,60720,1.5,0,0,2,5,1030,0.0,47.375,-122.166,2014,102,0,4,1
802000.0,3,1.75,2870,5000,1.5,0,0,3,8,1840,1030.0,47.5788,-122.292,2014,107,0,3,1
230000.0,4,1.5,1520,8800,1.0,0,0,3,7,1520,0.0,47.3136,-122.208,2014,54,0,3,3
497000.0,3,1.5,2240,28750,1.0,0,0,2,8,1620,620.0,47.7137,-122.254,2014,58,0,3,3
925000.0,3,3.0,2560,3600,2.0,0,0,2,10,2110,450.0,47.633,-122.37,2014,20,0,3,5
415000.0,3,2.75,2080,9600,1.0,0,0,2,7,2080,0.0,47.7698,-122.238,2015,27,0,2,5
785000.0,3,2.0,1600,9638,1.0,0,0,4,7,1600,0.0,47.5753,-122.224,2015,63,0,2,3
575000.0,3,2.0,2168,4000,1.5,0,0,2,8,2168,0.0,47.6561,-122.325,2014,107,0,4,1
170000.0,2,1.0,860,8636,1.0,0,0,2,6,860,0.0,47.5081,-122.356,2015,91,0,1,2
230000.0,3,1.0,1140,9639,1.0,0,0,3,7,1140,0.0,47.3112,-122.265,2015,48,0,2,4
235000.0,3,1.0,1330,45738,2.0,0,0,1,6,1330,0.0,47.43600000000001,-122.185,2014,47,0,3,4
1200000.0,5,3.0,3420,18129,2.0,0,0,2,9,2540,880.0,47.5333,-122.217,2014,62,1,3,3
677000.0,4,2.0,2180,6000,1.5,0,0,2,8,2060,120.0,47.5958,-122.306,2015,88,0,2,2
575000.0,3,2.0,1800,5000,2.0,0,0,4,7,1600,200.0,47.5447,-122.389,2014,89,0,4,2
450000.0,2,1.0,1120,4590,1.0,0,0,2,7,1120,0.0,47.5663,-122.285,2015,91,0,1,2
526000.0,2,2.0,1550,2400,1.5,0,0,3,7,1550,0.0,47.654,-122.346,2014,114,0,2,0
762500.0,3,2.25,3330,15258,2.0,0,0,2,10,3330,0.0,47.7262,-122.06,2014,28,0,3,5
840000.0,4,3.5,3840,85728,2.0,0,0,2,11,3840,0.0,47.615,-121.954,2014,16,0,3,5
377500.0,2,1.0,840,4500,1.0,0,0,2,6,840,0.0,47.5441,-122.39,2015,76,0,2,2
212500.0,3,1.5,1270,7128,1.0,0,0,3,6,1270,0.0,47.422,-122.321,2014,60,0,4,3
515000.0,4,2.5,1850,9248,2.0,0,0,2,8,1850,0.0,47.735,-122.244,2015,18,0,2,5
440000.0,2,1.0,1090,4128,1.0,0,0,2,7,1090,0.0,47.69600000000001,-122.314,2015,67,0,1,3
908950.0,4,2.75,3090,6200,2.0,0,0,2,9,3090,0.0,47.5538,-122.189,2015,1,0,1,6
554000.0,2,1.0,820,3700,1.0,0,0,4,7,820,0.0,47.588,-122.251,2014,46,0,4,4
387000.0,3,2.25,1445,1606,2.0,0,0,2,7,1300,145.0,47.5348,-122.072,2014,11,0,2,6
514000.0,3,1.75,1620,5000,1.0,0,0,2,7,920,700.0,47.681,-122.372,2014,60,0,3,3
199000.0,3,1.75,1050,9871,1.0,0,0,4,7,1050,0.0,47.3816,-122.087,2014,46,0,4,4
225000.0,3,1.0,1010,15701,1.0,0,0,3,7,1010,0.0,47.4518,-122.292,2015,66,0,2,3
320000.0,4,2.5,2050,8424,2.0,0,0,3,8,2050,0.0,47.19600000000001,-122.011,2014,21,0,3,5
204995.0,2,1.0,970,8185,1.0,0,0,4,6,970,0.0,47.4025,-122.201,2014,110,0,4,1
376000.0,3,2.0,1540,1827,2.0,0,0,2,8,1540,0.0,47.5479,-121.999,2014,9,0,1,6
705000.0,4,2.75,3000,6222,2.0,0,0,2,9,3000,0.0,47.5582,-122.025,2014,10,0,1,6
725995.0,4,2.5,3190,7869,2.0,0,1,2,9,3190,0.0,47.5317,-121.866,2014,13,0,3,6
285000.0,4,2.5,1870,8190,1.0,0,0,2,7,1100,770.0,47.4521,-122.161,2015,38,0,1,4
285000.0,4,2.5,2200,9397,2.0,0,0,2,8,2200,0.0,47.3406,-122.269,2014,27,0,2,5
731000.0,4,2.5,3070,5936,2.0,0,0,2,9,3070,0.0,47.5902,-121.988,2014,9,0,3,6
1560000.0,4,3.75,3730,17000,2.0,0,3,3,10,2820,910.0,47.5355,-122.242,2015,29,0,2,5
620000.0,2,1.0,990,4332,1.0,0,0,2,7,990,0.0,47.6528,-122.331,2014,105,0,4,1
1110000.0,3,4.0,4160,31796,2.0,0,0,2,11,4160,0.0,47.6635,-122.017,2015,26,0,2,5
796000.0,4,3.5,3670,4960,2.0,0,0,2,9,2870,800.0,47.7022,-122.374,2014,9,0,3,6
255000.0,3,1.5,910,25500,1.0,0,0,2,5,910,0.0,47.4565,-122.276,2014,71,0,4,3
807000.0,3,2.5,1940,4000,2.0,0,0,3,9,1940,0.0,47.659,-122.398,2015,15,0,2,5
315000.0,4,2.5,1780,6000,2.0,0,0,2,9,1780,0.0,47.3774,-122.027,2014,14,0,4,5
2730000.0,4,4.25,6410,43838,2.5,0,1,3,12,5610,800.0,47.5703,-122.28,2014,108,0,1,1
253000.0,3,1.75,2040,7281,1.0,0,0,2,7,1020,1020.0,47.4681,-122.282,2014,52,0,3,4
325900.0,4,2.5,2320,6270,2.0,0,0,2,8,2320,0.0,47.3501,-122.14,2014,10,0,2,6
425000.0,2,2.0,1440,6677,1.0,0,0,2,7,870,570.0,47.5513,-122.264,2014,62,0,4,3
215000.0,4,2.5,1700,6675,2.0,0,0,2,7,1700,0.0,47.3638,-122.053,2014,17,0,4,5
315000.0,4,2.5,1700,6675,2.0,0,0,2,7,1700,0.0,47.3638,-122.053,2015,18,0,2,5
724800.0,3,2.0,2050,3933,1.0,0,0,2,8,1180,870.0,47.6436,-122.303,2014,88,1,2,2
509007.0,3,1.75,1800,7620,1.0,0,0,2,8,1350,450.0,47.7165,-122.361,2015,64,0,2,3
306000.0,5,2.0,1460,169448,1.5,0,0,2,6,1460,0.0,47.3714,-122.177,2015,105,0,2,1
275000.0,3,1.5,1900,9737,1.0,0,0,3,7,1200,700.0,47.4125,-122.207,2014,46,0,3,4
685000.0,3,1.75,1480,7000,1.0,0,1,2,8,1480,0.0,47.6018,-122.291,2014,51,0,4,4
465000.0,4,2.5,2090,12833,1.0,0,0,2,7,1220,870.0,47.7266,-122.175,2015,46,0,2,4
560000.0,4,2.25,1950,9800,1.0,0,0,2,8,1330,620.0,47.666,-122.178,2014,46,0,3,4
458500.0,3,1.75,1250,9605,1.0,0,0,2,7,1250,0.0,47.6325,-122.121,2015,51,0,1,4
354000.0,3,1.0,990,7590,1.0,0,0,2,6,990,0.0,47.6228,-122.121,2015,56,0,2,3
441000.0,3,2.5,2740,7923,2.0,0,0,2,9,2740,0.0,47.4349,-122.105,2015,17,0,1,5
316500.0,4,2.5,2150,6807,2.0,0,0,3,8,2150,0.0,47.4053,-122.189,2014,23,0,2,5
524950.0,3,1.75,1750,3250,1.5,0,0,3,7,1230,520.0,47.6807,-122.366,2014,85,0,3,2
1050000.0,3,2.25,2880,6092,2.0,0,4,3,8,1920,960.0,47.5878,-122.381,2015,32,0,2,5
925000.0,4,2.25,2590,13894,2.0,0,0,3,9,2590,0.0,47.6351,-122.165,2015,40,0,2,4
241000.0,2,2.0,1470,3128,2.0,0,0,2,6,1470,0.0,47.349,-122.021,2014,9,0,2,6
519000.0,3,2.75,2020,10744,1.0,0,0,4,7,1270,750.0,47.4403,-122.343,2014,60,0,3,3
400000.0,3,2.0,3000,17800,1.0,0,0,2,8,1500,1500.0,47.7058,-122.315,2014,52,0,4,4
255000.0,2,1.0,920,43560,1.0,0,0,3,5,920,0.0,47.5245,-121.931,2014,91,0,4,2
152000.0,3,1.75,1070,7754,1.0,0,0,2,6,1070,0.0,47.5079,-122.344,2015,62,0,1,3
599000.0,4,2.0,3410,15143,2.0,0,0,3,8,3410,0.0,47.6709,-122.052,2014,42,1,1,4
330000.0,4,2.5,1820,3905,2.0,0,0,2,7,1820,0.0,47.7346,-121.985,2014,13,0,4,6
461000.0,2,1.0,1060,7193,1.0,0,0,2,7,1060,0.0,47.7102,-122.356,2014,88,0,2,2
352500.0,4,2.5,2300,219106,1.0,0,0,3,7,1840,460.0,47.4044,-121.963,2014,56,0,4,3
435000.0,3,2.0,1610,6911,1.0,0,0,2,7,1260,350.0,47.7188,-122.177,2014,26,0,3,5
725000.0,5,2.75,2830,5310,2.0,0,0,2,9,2830,0.0,47.7074,-122.101,2014,8,0,2,6
252000.0,3,2.5,1680,8284,2.0,0,0,2,7,1680,0.0,47.3609,-122.048,2014,25,0,4,5
464625.0,4,2.75,2040,8996,1.0,0,0,3,8,1260,780.0,47.666,-122.185,2014,40,0,4,4
1330000.0,4,2.25,2870,6280,1.5,0,0,3,9,1980,890.0,47.6329,-122.31,2014,109,0,3,1
495000.0,4,3.5,2490,18042,2.0,0,0,2,8,2490,0.0,47.4161,-122.441,2015,12,0,2,6
925000.0,4,2.5,3350,4501,2.0,0,0,2,9,2640,710.0,47.688,-122.379,2015,13,0,2,6
1030000.0,4,2.5,2750,4800,2.0,0,0,2,9,1960,790.0,47.6709,-122.337,2014,109,1,3,1
499500.0,3,2.5,2520,53143,1.5,0,0,2,7,2520,0.0,47.743,-121.925,2014,26,0,3,5
600000.0,5,3.5,3150,10542,1.0,0,0,4,9,1620,1530.0,47.7469,-122.217,2014,40,0,4,4
390000.0,3,2.5,2240,10800,2.0,0,0,2,8,2240,0.0,47.7433,-122.229,2014,18,0,2,5
700000.0,4,2.5,3270,9650,1.0,0,3,3,9,2320,950.0,47.409,-122.333,2015,44,0,1,4
920000.0,4,1.5,1850,3600,2.0,0,0,2,8,1660,190.0,47.6376,-122.307,2015,86,0,2,2
500000.0,3,1.75,1570,8530,1.0,0,0,3,7,1190,380.0,47.6881,-122.184,2014,31,0,3,5
975000.0,4,2.25,2240,9990,2.0,0,0,3,10,2240,0.0,47.5516,-122.217,2015,48,0,2,4
822000.0,4,2.5,2683,40386,2.0,0,0,3,9,2683,0.0,47.6982,-122.138,2014,27,0,3,5
300000.0,3,1.0,1490,7200,1.0,0,0,2,7,1490,0.0,47.7276,-122.307,2015,61,0,1,3
487600.0,4,2.5,2340,12080,2.0,0,0,2,8,2340,0.0,47.7325,-121.969,2015,16,0,2,5
500000.0,4,2.0,1700,8640,1.0,0,0,2,7,850,850.0,47.5774,-122.153,2014,59,1,3,3
450000.0,4,1.75,1520,5250,1.0,0,0,2,6,1520,0.0,47.6581,-122.39,2014,65,0,3,3
550000.0,3,1.75,1840,8086,1.0,0,0,3,8,1840,0.0,47.67,-122.155,2014,50,0,3,4
